"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"La Jolla","San Diego","CA","San Diego-Carlsbad","San Diego County",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,6500,6500,5450,5500,5500,5500,5500,5650,5500,5500,5000,5000,5500,6372.5,5625,5495,6000,6000,5747.5,6500,6000,6400,5500,6000,4975,5000,5500,5000,4972.5,4700,4900,4987.5,4995,4997.5,4950,4925,4725,4997.5,4650,5070,5750,5000,4600,5000,5000,5450,5300,5000,5000,5295,5000,5000,5500,5000,5500,5500,5825,5500,5725,5075,4950,4850,5350,5950,5700,5995
"Gateway - Green Valley Ranch","Denver","CO","Denver-Aurora-Lakewood","Denver County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1842.5,1895,1976.5,1964,2027,1966.5,2000,1995,2000,1897.5,1950,1950,1995,1982.5,2000,2095,2062.5,2000,2150,2093,2097.5
"Summerlin South","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",166,,,,,1567.5,1597.5,1500,1590,1600,1600,1600,1500,1400,1400,1495,1495,1500,1500,1500,1450,1450,1395,1495,1450,1497.5,1425,1495,1497.5,1495,1495,1525,1500,1572.5,1495,1500,1550,1550,1595,1595,1550,1500,1500,1550,1520,1550,1550,1600,1650,1500,1495,1500,1697.5,1672.5,1775,1662.5,1600,1600,1562.5,1600,1600,1700,1672.5,1697.5,1772.5,1600,1650,1500,1565,1650,1500,1695,1597.5,1685,1700,1700,1712.5,1797.5,1700,1750,1699.5,1695,1700,1750,1750,1695,1695,1700,1775,1795,1750,1750,1880,1900,1855
"Cobbs Creek","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,997.5,1050,1100,1100,1100,1100,1100,1100,1100,1100,1090,1050,1100,1172.5,1150,1150,1150,1100,1200,1150,1150,1150,1137.5
"Del Rey","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4475,4726,4695,4401.5,4400,4175,4200,4388,4500,4915.5,4788,4650,4497.5,4500,4750
"M Streets","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,2800,2785,2785,2787.5,2700,2675,2700,2665,2634,2700,2562,2556,2715,2735,2742.5,3075,2925,3100,2590,2750,2799.5
"Hollywood Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,8750,8075,8447.5,8500,8750,9000,8872.5,8675,8675,8550,8999,8750,7970,8500,9400,9375,9874,9874,10000,9000,9250,8997
"Shelby Forest-Frayser","Memphis","TN","Memphis","Shelby County",171,,,,,,,,,,,,,,,,,,,,,,,,677.5,650,675,695,695,695,695,675,675,675,650,650,650,650,675,675,675,675,675,675,675,675,675,655,665,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,675,675,675,650,650,650,650,650,662.5,675,650,675,675,675,675,650,650,650,675,675,675,675,675,675,675,675,695,692.5,695,695,675
"Whitney","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",172,,,,,,1100,1050,1050,1050,1000,975,995,995,995,995,995,995,999.5,995,995,995,995,990.5,981.5,975,995,999,1000,1000,990.5,1000,1000,1000,995,995,995,1000,995,995,995,1000,1000,1000,1050,1050,1017.5,1000,1050,1050,1008.5,1050,1025,1030,1050,1095,1062.5,1050,1050,1000,1000,1050,1072.5,1097.5,1095,1150,1150,1150,1100,1062.5,1100,1150,1072.5,1075,1150,1150,1175,1150,1137,1195,1195,1199,1202.5,1200,1250,1250,1250,1250,1271,1275,1250,1252.5,1250,1275,1255
"Sawtelle","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084,3950,4197.5,4197.5,4295,4395,4400,4392.5,4200,4300,4500,4325,4312.5,4295,4295,4295,4490,4300,4550,4500,4595
"Fort Bend - Houston","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1262.5,1295,1250,1250,1277.5,1250,1295,1300,1295,1300,1345,1300,1300,1335,1347.5,1350,1350,1350,1312.5,1300,1295
"Greenpoint","New York","NY","New York-Newark-Jersey City","Kings County",175,,,,,,,,,,,,,,,,,,,,,,3200,2900,3200,3300,3300,3300,3300,3300,3250,3400,3400,3400,3400,3400,3400,3300,3300,3400,3400,3450,3500,3500,3500,3466.5,3300,3150,3150,3150,3000,3300,3397,3400,3400,3400,3500,3600,3799,3500,3600,3600,3500,3650,3650,3590,3600,3600,3600,3500,3600,3600,3600,3500,3459,3500,3500,3599,3547.5,3537.5,3500,3500,3495,3300,3200,3200,3400,3600,3640,3599,3585,3575,3575,3499,3483
"Berclair-Highland Heights","Memphis","TN","Memphis","Shelby County",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,750,750,750,750,750,750,750,750,750,745,725,750,750,775,757.5,750,795,785,750,750
"Glendale","New York","NY","New York-Newark-Jersey City","Queens County",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2200,2150,2050,2050,2195,2195,2150,2225,2150,1997.5,2100,2100,2200,2225,2325,2250,2300,2250,2200,2100,2100,2250,2250,2200,2200,2200,2299,2200,2299,2300,2300,2250,2247.5,2200,2295,2300,2300,2300,2300,2275,2300,2350,2349,2350,2300
"Prospect Lefferts Gardens","New York","NY","New York-Newark-Jersey City","Kings County",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2499,2499,2500,2400,2499,2400,2200,2200,2245,2240,2399,2499,2275,2300,2200,2400,2400,2400,2599.5,2674.5,2800,2600,2650,2800,3000,2774.5,2700,2800,2550,2597.5,2600,2600,2600,2495,2460,2525,2650,2800,2850,2850,2850,2795,2845,2675,2683,2759.5,2785,2875,2900,2899,2999.5,3000,2900,2795,2675,2696,2650,2722.5,2900,2850,3000,2933,2900,2950,2979
"Venice","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6987.5,6497.5,7300,6950,6995,6997.5,6847.5,7050,8000,7500,7500,7500,7700,7700,7200,7325,7500,7200,6992.5,7074,7200,6995,6950,6995
"Mears Corner","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.5,1415,1450,1425,1462.5,1495,1460,1495,1425,1400,1412.5,1447.5,1450,1400,1425,1455,1482.5,1500,1500,1400,1460,1450,1550
"Brentwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250,5250,5250,5849,5100,5250,4995,4995,5250,5700,5800,5949.5,5999,5299,5999,5900,5995,5950,6499.5,6095,6295,6647.5
"Spring Branch West","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1800,1850,1800,1800,1800,1800,1825,1750,1900,1800,1797.5,1750,1795,1725,2000,2000,1900,1837.5,1775,1800
"Ocean Hill","New York","NY","New York-Newark-Jersey City","Kings County",183,,,,,,,,,,,,,,,,,,1675,1700,1700,1700,1832,2000,1825,1750,1750,1750,1700,1700,1825,1992,1900,2000,2097.5,2000,2000,1937.5,1991,1991,1991,2000,2100,2095,2197,2200,2150,2100,2200,2097,2099.5,2100,2099,2225,2200,2300,2300,2275,2300,2250,2250,2249,2300,2400,2400,2300,2387,2300,2200,2372.5,2400,2350,2399,2300,2299,2295,2400,2450,2400,2400,2447.5,2400,2395,2312.5,2300,2399,2350,2294.5,2450,2500,2450,2400,2450,2499,2399.5
"Pacific Beach","San Diego","CA","San Diego-Carlsbad","San Diego County",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595,3522.5,3550,3400,3600,3745,3600,3595,3560,3487.5,3575,3572.5
"Neartown - Montrose","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3225,3100,3200,3275,2850,3050,3000,3100,2950,3200,3250,3250,3500,3400,3350,3250,2850,2900,2825,3175,3200,3200,3300,3395,2825,2975,3250,2972.5,3225,2950,3000,3000,3050,3000,3150,3195,3200,3000,3200,3097,3000,3000,3000,2900,3000,3200,3200,3200,3200,3200,3100,2995
"Downtown","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,3600,3580,3700,3615,3650,3750,4170,4402.5,4275,4275,4500,4350,4050,4250,4450,4495,4595,4695,4756.5
"South End","Boston","MA","Boston-Cambridge-Newton","Suffolk County",187,,,,,,,,,,,,,2925,3200,3295,3100,3200,3212.5,3200,3575,3350,3450,3350,3200,3200,3300,3300,3500,3400,3700,3750,3750,3600,3300,3707,3450,3600,3500,3500,3575,3537.5,3592.5,3595,3500,3500,3500,3500,3500,3600,3800,3850,3900,3950,3900,3995,3950,3900,3800,3900,3800,3825,4000,4000,3950,3900,3875,3950,3800,3800,4200,3600,3600,4000,4000,4100,4100,4100,4100,4100,3900,3900,4000,4000,3975,4000,4000,4100,4150,4200,4200,4200,4000,4000,4200
"Bronzeville","Chicago","IL","Chicago-Naperville-Elgin","Cook County",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1550,1500,1522.5,1400,1500,1400,1400,1500,1500,1600,1650,1572.5,1500,1650,1550,1550,1500,1600,1595.5,1512.5,1607.5,1550,1500,1500,1500,1600,1600
"Washington Avenue Coalition - Memorial Park","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",189,,,,,,,,,2250,2300,2275,2300,2350,2400,2400,2500,2502.5,2600,2700,2697.5,2554,2520,2500,2500,2600,2685,2768.5,2750,2800,2850,2825,2850,2900,2850,2850,2850,2725,2800,2900,2995,3000,3100,3000,3050,3100,2995,2972.5,2972.5,3000,3000,2950,2950,3000,3000,3095,3000,2995,2900,2900,2970,2900,2929,2900,2950,2897,2900,2850,2900,2899,2750,2700,2700,2750,2800,2724.5,2700,2750,2750,2700,2700,2750,2700,2700,2772.5,2800,2800,2700,2700,2823.5,2800,2800,2850,2850,2800
"Alexandria West","Alexandria","VA","Washington-Arlington-Alexandria","Alexandria City",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,1930,1970,2010,1981,2015,2037,2129.5,2132.5,2085,2200,2070,1970,2288
"Roslindale","Boston","MA","Boston-Cambridge-Newton","Suffolk County",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2400,2400,2450,2450,2450,2400,2400,2389,2325,2325,2372.5,2387.5,2558.5,2500,2500,2500,2400,2400,2500,2450,2450
"Eagle River","Anchorage","AK","Anchorage","Anchorage Borough",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,1770,1820,1850,1900,1930,1992.5,1850,1797.5,1795,1750,1750,1775,1785,1795,1950,1900,1975,1950,1900,1900,1825
"Capitol Hill","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3322,3200,3500,3425,3450,3250,3500,3400,3550,3650,3925,3950,3800,3600,3600,3800,3950,4000,3600,3850
"Financial District","New York","NY","New York-Newark-Jersey City","New York County",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872.5,5954,5800,5485,5305,5322.5,5500,5431.5,5139,5196,5324.5,5275,5032,5295,5325,5538,5612.5,5447.5,5500
"Southeast Boise","Boise","ID","Boise City","Ada County",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1300,1395,1350,1337.5,1395,1400,1325,1337.5,1390,1395,1395,1400,1400,1395,1395,1425,1475,1500,1452.5,1450,1495
"Paradise Hills","Albuquerque","NM","Albuquerque","Bernalillo County",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,1225,1200,1250,1237.5,1225,1250,1295,1295,1300,1268,1268,1268,1268,1268,1268,1250,1250,1300,1300,1325,1350,1350,1300
"Ravenswood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1872.5,1925,1950,2100,2272.5,2220,2147.5,2100,2000,1900,1895,1850,1900,1950,2250,2125,2295,2295,2200,2152,2025,1962.5,1900
"Near Eastside","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,747.5,700,725,712.5,700,735,715,715,725,750,750,747.5,725,745,750,750,725,750,725,735,750
"The Lakes","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",199,,,,,,,,1372.5,1350,1362.5,1400,1350,1200,1300,1300,1295,1350,1300,1300,1295,1300,1300,1300,1300,1350,1300,1295,1295,1372.5,1300,1325,1295,1300,1300,1250,1299.5,1337.5,1350,1350,1350,1450,1400,1500,1425,1400,1400,1395,1350,1350,1395,1587,1495,1500,1462,1456,1456,1395,1395,1400,1400,1400,1377,1350,1350,1350,1460,1395,1475,1495,1450,1454.5,1397.5,1500,1522.5,1595,1500,1495,1500,1587.5,1512.5,1600,1500,1422,1495,1500,1512,1525,1595,1600,1678,1697,1662,1750,1800
"Otay Ranch","Chula Vista","CA","San Diego-Carlsbad","San Diego County",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2395,2490,2500,2585,2604,2675,2765,2770,2766,2765,2600,2590,2600,2750,2700,2595,2735,2747,2695,2695
"Northeast","Anchorage","AK","Anchorage","Anchorage Borough",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1650,1600,1650,1650,1687.5,1675,1662.5,1650,1650,1600,1550,1550,1650,1625,1680,1797.5,1700,1650,1697.5,1695,1675
"Hawaii Kai","Honolulu","HI","Urban Honolulu","Honolulu County",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3300,3300,3275,3600,3500,3350,3400,3400,3425,3350,3350,3300,3280,3297.5
"Auburndale","New York","NY","New York-Newark-Jersey City","Queens County",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,2450,2350,2400,2400,2400,2400,2400,2475,2500,2550,2500,2400,2400,2400,2375,2400,2400,2400,2450,2450,2490,2350
"North Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",204,,,,,,,,,,,,,,,,1750,1800,1800,1850,2050,2000,1900,1900,1800,1750,1850,2025,2025,2200,2100,2100,2325,2300,2100,2100,2100,2150,2225,2250,2300,2300,2300,2250,2200,2150,2100,2100,2000,2000,2200,2250,2325,2400,2400,2325,2325,2275,2200,2225,2200,2475,2500,2475,2400,2500,2400,2500,2412.5,2350,2400,2400,2400,2475,2500,2500,2550,2550,2550,2550,2550,2500,2500,2500,2500,2500,2695,2700,2700,2700,2700,2695,2500,2425,2475
"Fort Hamilton","New York","NY","New York-Newark-Jersey City","Kings County",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2400,2500,2500,2500,2600,2600,2575,2550,2412.5,2500,2475,2450
"Richmond","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1172.5,1200,1162.5,1125,1100,1100,1137.5,1100,1062.5,1075,1050,1150,1170,1100,1115,1195,1025,1200,1200,1100
"Snacks-Guion Creek","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.5,1150,1150,1105,1100,1097.5,1100,1200,1095,1195,1150,1150,1197.5,1200,1250,1280,1275,1250,1242.5,1250,1282.5
"College Point","New York","NY","New York-Newark-Jersey City","Queens County",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280,2200,2225,2200,2200,2100,2200,2300,2300,2250,2300,2300,2300,2300,2275,2300,2300,2300,2250,2300,2300,2300,2300,2300,2300
"Flatiron District","New York","NY","New York-Newark-Jersey City","New York County",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4925,5547.5,5995,5695,5700,5972.5,5697.5,5745,5695,6100,6122.5,6200,5742.5,6300,6200,5497.5,5500,5825,5635,5695,5950,5547.5,5250
"Capitol","Madison","WI","Madison","Dane County",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1647.5,1702.5,1732.5,1770,1730,1785,1895,1995,2025,1790,1875,1725,1740,1657.5,1695,1740,1740,1745,1740,1777.5,1740,1740
"South Chicago","Chicago","IL","Chicago-Naperville-Elgin","Cook County",211,,,,,,,,,,,,,,,,1000,1050,1000,1100,1150,1150,1000,990,1000,990,1000,1085,1050,1050,1100,1100,1100,1100,1100,1100,1000,1100,1100,1000,1000,1000,997.5,1000,1000,1050,1100,1100,1025,1050,1100,1037.5,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1150,1100,1100,1100,1150,1150,1150,1150,1150,1100,1090,1150,1150,1150,1100,1100,1100,1150,1100,1100,1100,1100,1150,1150,1150,1150,1150,1137.5,1100,1100,1125,1100,1100
"Clinton Hill","New York","NY","New York-Newark-Jersey City","Kings County",212,,,,,,,,,,,,,3000,2950,2975,3100,3099,3100,3200,3200,3150,3150,3300,3495,3100,3295,3525,3424.5,3450,3495,3495,3497.5,3500,3400,3500,3597.5,3497.5,3400,3400,3500,3499,3600,3800,3895,3850,3700,3700,3700,3725,3585,3500,3500,3600,3599,3500,3600,3600,3600,3500,3500,3688,3699,3700,3700,4200,4000,3600,3600,3700,3600,3600,3900,3800,3832,3899,3600,3800,3800,4000,4036.5,3975,3775,3690,3804.5,3951,3799.5,3850,3911.5,3800,3549.5,3850,4000,3797,3575
"Las Tierras","El Paso","TX","El Paso","El Paso County",213,,,,,,,,,,,,,,,,1200,1100,1197.5,1200,1162.5,1100,1075,1037.5,1000,1000,995,995,999,1000,1100,1100,1100,1162.5,1100,1100,1100,1082.5,1000,1000,1050,1100,1100,1125,1100,1100,1050,1050,1050,1082.5,1100,1100,1100,1095,1050,1095,1090,1050,1050,1050,1100,1095,1100,1070,1082.5,1037.5,1095,1100,1050,995,995,1025,1000,1000,1050,1097.5,1095,1050,1050,1050,1050,1050,1050,1000,1000,1000,1025,1095,1100,1050,1095,1050,1095,1050,1000
"North San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780,3800,3920,4000,4218,4200,4170,4208,4250,4129,4046.5,4036.5
"Meadow Woods","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1419,1437.5,1450,1425,1400,1495,1518,1550,1500,1495,1500,1500,1560,1550,1595,1595,1595,1637.5,1632.5,1600,1600,1635
"Pelham Bay","New York","NY","New York-Newark-Jersey City","Bronx County",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2200,2200,2200,2200,2100,2150,2100,2200,2200,2200,2100,2100,2050,2200,2200,2300,2200,2200,2200,2200,2200,2200
"Woodbridge","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2750,2788.5,2919.5,2894.5,2900,2900,2897.5,2887,2830,3150,3100,3100,3097.5,3000,2942.5,2947.5,2950,2950,3000
"Greenbrier East","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1550,1625,1545.5,1500,1495,1525,1567,1567.5,1500,1600,1597.5,1613,1575,1614,1650,1640,1650,1650
"Brickell","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4500,4450,4500,4250,4475,4800,5000,4600,4500,4875,4500,4900,5000,5275,5275,5000,5000,4900,4900,5100,5000,4900,4900,4900,4800,4500
"Allston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",220,,2100,2200,2200,2200,2200,2125,2150,2100,2100,2100,2225,2400,2300,2250,2300,2350,2325,2325,2350,2325,2300,2300,2350,2400,2450,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2500,2600,2595,2600,2595,2500,2500,2500,2500,2500,2499,2500,2600,2600,2600,2600,2600,2600,2600,2550,2500,2500,2550,2600,2700,2700,2700,2700,2685,2700,2695,2600,2600,2600,2550,2500,2800,2800,2800,2795,2800,2800,2750,2700,2700,2700,2700,2850,2895,2950,2900,2800,2850,2800,2800,2795,2775,2762.5
"Northwood","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2765,2787.5,2925,2800,2900,3000,2900,2975,2900,2900,2900,2950,2945,2950,2915,2907.5,2825,2900,2989.5,3075,3000,3040
"Westgate","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.5,1450,1361.5,1424,1397.5,1395,1350,1395,1493.5,1495,1495,1495,1500,1550,1495,1495,1512.5,1500,1649.5,1695,1650,1649,1599,1649,1650,1649,1600,1574
"Valley Ranch","Irving","TX","Dallas-Fort Worth-Arlington","Dallas County",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2000,2000,2100,2100,2100,2100,2145,2200,2200,2200,2200,2152,2123.5,2024.5,2100,2100,2195,2195,2195,2100,2100
"Pacific Palisades","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8550,8050,8400,8325,8125,7750,7850,7950,7995,7925,7950,8100,7800,8350
"Back Bay","Boston","MA","Boston-Cambridge-Newton","Suffolk County",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,5500,5500,4600,4650,4750,4800,4800,4800,4800,4750,4600,4800,4800,5000,5200,5400,4900,5200,5450,5999.5,5900,5000,4900,4775,4700,5000,5000,4570,4750,5000,5400,5744.5,5000,5671,5000,5000,4600,4375,4250,4300,4695,4800,4800,4900,5000,5000
"North End","Bridgeport","CT","Bridgeport-Stamford-Norwalk","Fairfield County",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1950,2200,2500,2450,2400,2400,2075,1900,2000,2225,2525,2600,2450,2500,2600,2600,2400,2375,2400,2100,2050
